birds,construction,dogs,human,music,nature,siren,vehicles,P_inst,P_intg,E_inst,E_intg,leq,LAeq,date_time,elapsed_time
0.09147938640853522,0.20189291230005316,0.9999961880446414,0.017931162945413647,0.04125953501053819,0.1710419870374028,0.1498747900221494,1.9117888200707727e-06,-0.03427248643506742,-0.03612103149296723,0.0985702260395516,0.05387055078389386,71.53730912345696,71.15,2025-04-01T09:41:33+02:00,42
0.30770609829780093,0.8681061034179044,0.9875977941826055,0.053207080275674244,0.05629366503097342,0.3381121524867624,0.10081930089383741,2.598473278959517e-07,-0.1759391531017341,-0.121895141649746,0.097977994274006,0.011192881254230165,79.27100071370799,75.7,2025-04-01T09:41:36+02:00,45
0.014992722404285105,0.6879250976612463,0.03919277988075661,0.04061724682532335,0.15332401474381216,0.6098065323770551,0.09799042538439906,0.002800263273007909,-0.29689514164974606,-0.16356180831641268,0.04257605862283235,0.09250420886156947,75.05986767984778,69.26,2025-04-01T09:41:39+02:00,48
0.08725423813572221,0.7691670864116941,0.08948429792097878,0.025853438325505927,0.1676156706379833,0.1920691054755577,0.5173228303243627,2.9939764316809454e-05,-0.4517048455353739,-0.1704653676892976,-0.01541035337431252,0.059170875528236105,76.65369213210406,72.55,2025-04-01T09:41:42+02:00,51
0.03318805343337873,0.3637774249384911,0.09769694804449591,0.039414021772962424,0.18907598297134381,0.38015365257605815,0.622637065223922,2.7464506501378887e-06,-0.28409902576697316,-0.1773689270621825,-0.0018485450578998388,0.07339676537145735,77.53459345420883,74.36,2025-04-01T09:41:45+02:00,54
0.03316053900634934,0.3634001397869486,0.10424376070446484,0.013636680130690283,0.18087377165504115,0.3798426749650072,0.7614968304171187,3.356753427578602e-05,-0.37830808016391665,-0.17004659659184618,0.22775793701406552,0.13315987266523913,82.52399188460245,81.42,2025-04-01T09:41:48+02:00,57
0.06170880494198208,0.5675864706304315,0.022430426393065396,0.9187468887764554,0.06394574780839483,0.3191649211651211,0.27276855248168036,1.0256248661657615e-05,-0.023324915610194397,-0.19420905439694344,0.29082912447176384,0.1386336580776756,81.16785739737492,72.58,2025-04-01T09:41:51+02:00,60
0.08883165109661814,0.10933376018147052,0.09794944089722828,0.9557640851972091,0.11686955068561593,0.27464545794542095,0.28001439711199994,9.170172766403231e-05,0.1445262145875635,-0.16314303721896126,0.32635792419918547,0.14208543776411808,69.26295239230582,66.63,2025-04-01T09:41:54+02:00,63
0.06562205758232403,0.1428851032038778,0.09632697369404132,0.9820667845329555,0.09127882396864793,0.3312985012752172,0.2625659367215207,0.0002100044016934449,0.10530032474434231,-0.16314303721896126,0.33511002862997014,0.14208543776411808,66.11938886251255,61.57,2025-04-01T09:41:57+02:00,66
0.16293043972711888,0.2478885158173871,0.062400272130157024,0.4333217750919914,0.5314247159047589,0.28151597443363957,0.46899346970048345,3.8689286532825905e-07,0.22095598854801193,-0.30759740204526176,0.33831649788705553,0.24881553646890878,70.78093311247153,67.98,2025-04-01T09:42:00+02:00,69
0.33996931566692795,0.41331663887425946,0.06222659013548167,0.3525661199987248,0.6429128515580392,0.42273629259116446,0.5346383468434573,1.0000000994736041e-07,0.21834175105647224,-0.20355339059327376,0.3633164978870555,0.2654822031355754,70.26020471073325,67.15,2025-04-01T09:42:03+02:00,72
0.2868597501444304,0.22278482691517465,0.04623134863710495,0.6041024336090455,0.6971086543732115,0.2663280731942398,0.5758768496547148,1.0000000994736041e-07,0.3888071187457698,-0.08671326325851285,0.2679527411045893,0.248988997137003,72.0325563202984,68.79,2025-04-01T09:42:06+02:00,75
0.2076962687202833,0.2753197891841862,0.11682660726851113,0.36614823391739754,0.5532681593417306,0.4658179163247382,0.21828023169209237,3.9662155090502494e-05,0.38350679400142756,-0.048917147375740024,-0.13131132760733932,0.20530032474434226,63.433386680392275,60.84,2025-04-01T09:42:09+02:00,78
